#100: 	#ame  Not available in demo
#101: 	#ame  Game inactive - waiting for both sides
#102: 	#ame  US
#103: 	#ame  VC
#104: 	#ame  to take ammo
#105: 	#ame  Ammo full
#106: 	#ame  You have to drop
#107: 	#ame  to pick up
#108: 	#ame  You already have
#6401  : 	#ame Game Info
#6402  : 	#ame Server Settings Info
#6403  : 	#ame Favorites
	
#6405  : 	#ame Servers in the list
#6406  : 	#ame Players in the list
#6407  : 	#ame ver
	
	
#6408  : 	#ame Remove
#6409  : 	#ame Remove selected server from Favourites
#6410  : 	#ame Refresh
#6411  : 	#ame Create
#6412  : 	#ame Join
#6413  : 	#ame Back
#6414  : 	#ame Favourites
	
	
#6415  : 	#ame Press this button to refresh list of servers
#6416  : 	#ame Opens dialog for host settings and launch of multiplayer game
#6417  : 	#ame Join the selected network game
#6418  : 	#ame Return to the multiplayer menu
#6419  : 	#ame Add selected server into Favourite list
	
	
#6420  : 	#ame Filters
#6421  : 	#ame Enable
#6422  : 	#ame More Players Than
#6423  : 	#ame Max Ping
#6424  : 	#ame Game Type
#6425  : 	#ame Dedicated Server
#6426  : 	#ame Server not Full
#6427  : 	#ame Is in My Favourites
#6428  : 	#ame Vietnam Mode
#6429  : 	#ame Skip Password-protected
#6430  : 	#ame Password
#6431  : 	#ame Password
#6432  : 	#ame All
#6433  : 	#ame Compatible servers
	
	
#6436  : 	#ame Enable / disable usage of filters
#6437  : 	#ame Don't show servers below this limit
#6438  : 	#ame Don't show servers above this ping limit
#6439  : 	#ame Show only servers playing specified type of game
#6440  : 	#ame Show only dedicated servers
#6441  : 	#ame Show servers with empty player slots only 
#6442  : 	#ame Show servers from my favourits list only
#6443  : 	#ame Show servers running vietnam mode only
#6444  : 	#ame Don't list Password-protected servers
#6445  : 	#ame Enter password of the game server here
#6446  : 	#ame Enter password here to join to the selected server
#6447  : 	#ame Show servers running compatible version only
	
	
	
#6450  : 	#ame Server name
#6451  : 	#ame IP
#6452  : 	#ame Password
#6453  : 	#ame Last connection
#6454  : 	#ame Play time
	
	
#6459  : 	#ame hidden
	
	
#1187  : 	#ame  You are banned on this server
#1188  : 	#ame  Autokick [ high ping ]
#1189  : 	#ame  Autokick [ team killer ]
#1190  : 	#ame  Autokick [ idle ]
#1191  : 	#ame  You have been autokicked [ high ping ] out
#1192  : 	#ame  You have been autokicked [  team killer ] out
#1193  : 	#ame  You was autokicked [ idle ] out
	
#2010  : 	#ame    Saves remaining:
#2011  : 	#ame    No quicksave left.
#2040  : 	#ame    to load last saved game
#126  : 	#ame Drill camp 1
#127  : 	#ame Learn basic movements on the obstacle course.
#128  : 	#ame Drill camp 2
#129  : 	#ame Weapons training on the firing range.
#130  : 	#ame Drill camp 3
#131  : 	#ame Heavy weapons training on the artillery range.
#132  : 	#ame Drill camp 4
#133  : 	#ame Practice all your skills against other US soldiers.
#134  : 	#ame New quickfight level unlocked:
#135  : 	#ame New weapon unlocked for quickfight:
#136  : 	#ame New enemy type unlocked for quickfight:
#137  : 	#ame Progress info
	
#138  : 	#ame You will be equipped with:
#139: 	#ame  to enter the boat
#140: 	#ame  Credits
#141: 	#ame  Show a list of  the people who have influenced the creation of Vietcong
	
#8405  : 	#ame Display saves:
#8406  : 	#ame Campaign
#8407  : 	#ame Single Mission
	
	
	
	
#8150  : 	#ame Quick Fight Results
#8151  : 	#ame Player results
#8152  : 	#ame Teammates results
#8153  : 	#ame Mission settings
#8154  : 	#ame Side
#8155  : 	#ame Replay
#8156  : 	#ame Quit
	
#8160  : 	#ame Date
#8161  : 	#ame Time
#8162  : 	#ame Game duration time
#8163  : 	#ame Kills
#8164  : 	#ame by headshot
#8165  : 	#ame by grenade
#8166  : 	#ame by knife
#8167  : 	#ame Kills / minute
#8168  : 	#ame Accuracy
#8169  : 	#ame Most used weapon
	
#8170  : 	#ame Name
#8171  : 	#ame Kills
	
#8180  : 	#ame Mission name
#8181  : 	#ame Difficulty
#8182  : 	#ame Accompanied
#8183  : 	#ame Number of enemies
#8184  : 	#ame Enemies
#8185  : 	#ame Weapon 1
#8186  : 	#ame Weapon 2
#8448  : 	#ame Vietcong grenades
	
	
	
#235: 	#ame Team members currently assigned to tasks You cannot control them for the moment.
	
#236: 	#ame US grenade. You must press Fire to remove the pin to activate a 5 second time fuse and then throw the grenade overhead by using the Fire key or roll it along the ground by using the Aim key. Remember that you should throw the grenade before it explodes.
#237: 	#ame Vietcong grenade. You must press Fire to remove the pin to activate a 5 second time fuse and then throw the grenade overhead by using the Fire key or roll it along the ground by using the Aim key. Remember that you should throw the grenade before it explodes.
#238: 	#ame Medkit is a small first aid kit, which every soldier can use. You can use it on other characters (press fire button when near them) or on you (press fire button when nobody is near)
#239: 	#ame US Grenade
#240: 	#ame VC Grenade
	
	
	
	
	
	
#250: 	#ame Stand and listen to drill sergeant.
	
	
#251: 	#ame Follow the drill instructor orders. Go to the starting line of the obstacle course.
	
	
#249: 	#ame As you play, your mission objectives are updated. Press your Objective key (^47) to see your actual objectives.
	
	
#252: 	#ame  Go! Press forward key (^6) to run. You can press forward together with walk key (^15) to walk rather than run.
	
	
#253: 	#ame  Strafe! Press strafe left (^8), forward and strafe right (^9) to go through the first obstacle.
	
	
#254: 	#ame Crouch! Click on your crouch key (^11) to switch to crouching mode or keep it pressed until you want to stand back up. Run or walk while crouching to go under the second obstacle.
	
	
#255: 	#ame Jump! Press jump key (^10) to get over the third obstacle. Don’t' forget to start your jump a short distance before the obstacle.
	
	
#256: 	#ame  Prone! Press Prone (lay down) key (^12) to lie on the ground. Go prone a short distance before the fourth obstacle, then crawl underneath it.
	
	
#267: 	#ame Climb! Move right up to the fifth obstacle and press jump key (^10). This will make your character climb up, then make your way across the obstacle.
	
	
#258: 	#ame So now practice your skills on the last three obstacles. Use climbing, walking and crawling, then return to the Drill Sergeant.
	
	
#259: 	#ame You can check your mission objectives again by pressing the info key (^47)..
	
	
#260: 	#ame So now your task is to compete with your fellow soldiers over the obstacle course. Stand on the starting line and begin after the signal. You have to win this contest to finish this tutorial. You can press ESC to return to the main menu at any time.
	
	
	
	
	
#261: 	#ame You can ask the engineer to resupply your ammo. Approach him and press USE (^20) to get ammo from him.
	
	
	
	
	
#262: 	#ame You can control claymore mines with the remote clacker. Approach the clacker, point at it and press USE (^20) to get the claymores to blow.
	
#263: 	#ame Grab grenades! You have to approach them, point at them and press USE (^20) to pick them up.
	
	
	
	
	
#9360: 	#ame VC Must try and destroy the Radio Relay with Sappers. US forces must defend at all costs!
#9361: 	#ame Defend the hill against the VC hordes. You must not let them reach the Radio Relay!
#9362: 	#ame Your team must capture and hold all of the flags on and around the Radio Relay site. Once you have all the flags - your team scores a point.
	
	
	
#9363: 	#ame Team deathmatch, but round based: Your team will score a point for eliminating the whole enemy squad.
#9364: 	#ame US vs VC in a bitter fight for survival. Score team points for each kill!
	
	
#9365: 	#ame It's every man for himself. The "last man standing" will start the next round with an M-60 and extra Armour. Start scoring points by mopping up the other players.		  
#9366: 	#ame The VC are dug in around the old ruins. Take a team in and clear them out.
#9367: 	#ame Your team must capture and hold all of the flags spread around the ruins of Plo Tlong Karai. Once you have all the flags - your team scores a point.
	
	
	
#9368: 	#ame VC are trying to attack and destroy the radio in the US bunker. US forces must defend it no matter what!
#9369: 	#ame Everyone against everyone else, in the hostile "storm" valley!		
#9370: 	#ame US vs VC in a bitter fight for survival. Score team points for each kill!	
#9371: 	#ame Fight your way through the "Storm" valley, and capture the enemies flag - you can only score when your flag is at your base!				
#9372: 	#ame It's every man for himself. The "last man standing" will start the next round with an M-60 and extra Armour. Start scoring points by mopping up the other players.				
	
	
	
	
#9373: 	#ame Everyone against everyone else, in the urban Halong Port.
#9374: 	#ame US vs VC in a bitter fight for survival. Score team points for each kill!
#9375: 	#ame It's every man for himself. The "last man standing" will start the next round with an M-60 and extra Armour. Start scoring points by mopping up the other players.	
#9376: 	#ame Team deathmatch, but round based: Your team will score a point for eliminating the whole enemy squad.
	
	
	
	
#9377: 	#ame US vs VC in a bitter fight for survival. Score team points for each kill!		
#9378: 	#ame It's every man for himself. The "last man standing" will start the next round with an M-60 and extra Armour. Start scoring points by mopping up the other players.	
#9379: 	#ame There are Mainforce VC patrolling the area around the stream. Take a team in and clear them out.
#9380: 	#ame Our team must capture and hold all of the flags around the area of the stream. Once you have all the flags - your team scores a point.
	
	
#9381: 	#ame Our team must capture and hold all of the flags spread around the farms of the ricefields. Once you have all the flags - your team scores a point.
	
	
#9382: 	#ame US must escort their pilot through the jungle and to the LZ. The VC will try their hardest to stop him. 
#9383: 	#ame Battle through the village of the Bahnar tribe, and capture the enemies flag - you can only score when your flag is at your base!	        
#9384: 	#ame Our team must capture and hold all of the flags around the bahnar village. Once you have all the flags - your team scores a point.
	
	
#9385: 	#ame Team deathmatch, but round based: Your team will score a point for eliminating the whole enemy squad.
#9386: 	#ame US vs VC in a bitter fight for survival. Score team points for each kill!
#9387: 	#ame Everyone against everyone else, in the hostile jungle.
#9388: 	#ame US must escort their pilot through the jungle and to the LZ. The VC will try their hardest to stop him. 
#9389: 	#ame It's every man for himself. The "last man standing" will start the next round with an M-60 and extra Armour. Start scoring points by mopping up the other players.	
	
	
#9390: 	#ame Team deathmatch, but round based: Your team will score a point for eliminating the whole enemy squad.
#9391: 	#ame US vs VC in a bitter fight for survival. Score team points for each kill!
#9392: 	#ame Everyone against everyone else. Turn the beautiful area around the waterfall in to a killing ground!
#9393: 	#ame US must escort their pilot through the jungle and to the LZ. The VC will try their hardest to stop him. 
#9394: 	#ame It's every man for himself. The "last man standing" will start the next round with an M-60 and extra Armour. Start scoring points by mopping up the other players.	
	
	
#9395: 	#ame The VC are dug in around the many islands in the swamp. Take a team in and clear them out.
#9396: 	#ame Our team must capture and hold all of the flags in the swamp. Once you have all the flags - your team scores a point.
	
	
#9400: 	#ame Operation Tin Can
#9401: 	#ame You were just inserted in the mission. You have to move to the bridge.
#9402: 	#ame Operation Tin Can
#9403: 	#ame You are crossing river and have enemy contact. Bunkers are occupied by enemy and you are under fire. Cross the river and attack their position. Shrew Two will provide covering fire.
#9404: 	#ame Operation Tin Can
#9405: 	#ame You’ve found the tanks – they’re useless wrecks though. Made contact with large VC group. Call for fire support if needed (be near your RTO, open map, zoom it and select target area for fire support).
